,SPCD,DO_BH,HT_TOT,TT_DW_CRM
31649,121,1.7,20.8,5.74
35509,611,14.4,83.0,1413.65
48385,591,2.5,15.0,17.01
89681,371,16.4,70.4,1535.5
121329,131,8.2,87.0,497.99
59876,121,8.9,67.0,541.06
134541,202,10.5,91.5,918.29
33288,202,11.6,60.6,683.26
23992,121,14.8,75.8,1692.92
112525,111,4.6,43.0,64.44
39539,121,10.6,55.0,632.79
28979,110,6.9,41.9,167.0
112334,121,2.6,30.9,16.1
91193,375,11.5,66.0,670.37
107889,15,25.7,111.5,4594.72
88492,105,6.8,50.7,170.0
14064,820,2.5,25.0,20.92
95309,129,1.5,20.0,3.51
105805,202,2.8,34.1,16.36
44505,111,6.4,35.0,118.76
120549,131,11.0,70.2,730.22
122021,743,9.6,56.7,323.84
107201,122,21.5,64.9,2421.14
91153,318,6.1,58.4,212.98
66214,316,10.6,76.0,730.5
97795,202,23.2,133.5,5699.22
103093,122,9.3,68.0,380.69
54262,400,8.0,58.0,410.61
58210,370,9.8,77.0,672.93
24780,802,16.6,93.0,2680.96
128292,131,7.7,43.1,207.34
25344,126,11.5,67.1,815.35
51922,221,11.2,70.0,717.83
69936,316,4.9,35.0,95.16
102087,312,3.2,49.3,44.63
15536,820,7.9,47.0,326.69
77919,122,13.3,46.8,677.96
131228,742,6.0,54.4,139.92
48201,827,15.5,63.0,1530.99
6580,97,7.5,52.5,223.91
131856,125,8.5,64.7,333.21
128987,202,5.2,29.2,49.58
21251,131,17.1,78.7,1990.97
35422,111,10.3,60.0,619.74
91410,746,8.5,66.4,329.93
77974,122,13.8,49.0,763.07
18549,110,6.2,51.0,162.59
118484,121,11.5,86.0,1156.6
29012,131,14.6,89.0,1632.66
108151,202,2.2,14.4,9.21
15016,400,1.6,23.0,6.82
31443,202,5.7,31.3,74.87
94030,746,12.8,74.6,701.16
47505,110,6.6,43.0,155.14
18921,131,9.8,81.2,666.93
108774,202,24.4,94.5,4438.77
80705,318,7.4,47.3,266.39
11841,110,4.9,36.0,63.24
5802,371,9.7,57.4,727.65
127008,263,12.0,78.0,862.12
52856,131,6.2,44.0,127.2
39615,820,2.1,32.0,13.72
19095,131,8.1,35.4,188.11
37226,107,5.7,53.0,167.05
63320,621,9.7,71.0,502.54
24381,400,13.3,82.7,1592.42
79963,951,11.0,111.0,889.69
30202,131,13.9,96.0,1592.87
48880,621,9.3,70.0,457.02
119663,802,14.0,75.7,1592.48
11578,110,4.6,42.0,54.26
89809,543,9.1,64.0,408.18
68105,806,9.4,71.0,780.69
100506,71,2.5,20.4,12.58
109519,131,7.6,42.7,199.22
71869,832,21.6,76.0,3531.96
105918,131,1.3,16.5,2.6
46661,827,5.3,44.0,148.1
89022,125,6.0,33.9,98.72
74063,731,22.0,70.0,2345.19
133981,371,15.4,60.8,1608.93
133976,371,8.3,42.8,372.35
48411,131,13.5,76.0,1195.57
109455,316,10.0,68.0,561.62
41638,111,7.8,40.0,223.47
1340,131,8.2,43.3,240.14
85109,122,13.8,49.0,763.07
93306,316,5.9,57.1,178.77
123223,541,22.0,94.9,4654.02
6282,371,15.8,68.0,2205.26
91168,375,7.7,66.2,361.14
6788,97,6.5,45.2,153.54
45663,111,9.3,68.0,569.65
73915,833,10.4,58.0,707.48
123390,131,7.8,59.4,300.83
62217,999,5.1,34.0,79.32
91444,746,10.6,61.8,469.48
9848,111,4.1,42.0,48.71
90531,951,15.4,65.9,799.87
15300,694,13.4,72.0,1058.52
76189,202,12.2,63.0,766.61
46654,762,10.3,55.0,495.2
80469,95,5.1,39.3,65.18
123902,131,10.8,50.7,510.05
57095,837,19.9,57.0,2133.93
62164,400,11.0,46.0,602.28
60375,694,13.8,86.5,1323.6
34388,999,7.8,48.0,277.25
82360,263,15.4,96.7,1721.82
59760,131,11.5,56.0,640.24
57812,832,6.2,47.0,202.22
72757,832,3.5,25.0,43.98
68132,602,11.2,57.0,566.69
43995,111,2.2,28.0,10.73
25809,802,14.9,89.8,2113.72
64254,827,5.0,43.0,129.14
113473,131,8.9,49.5,330.74
110255,833,21.0,91.3,3395.9
105047,111,6.2,45.0,148.69
29488,812,16.1,80.3,2010.99
125462,131,9.0,47.0,322.6
124278,131,10.9,49.0,502.73
107356,122,15.0,59.0,992.51
124827,833,16.9,97.4,3016.12
38989,820,11.8,51.0,758.74
66461,621,13.1,80.0,985.27
67921,131,5.3,37.0,66.8
11771,110,4.9,39.0,63.24
30900,131,22.4,76.5,3334.63
35628,111,7.9,72.0,430.82
7148,371,17.3,71.8,2707.35
38926,222,12.3,53.0,628.01
10227,131,5.3,37.2,67.32
95284,125,4.2,35.4,41.76
62538,110,10.7,58.0,599.42
124600,110,11.7,69.0,854.2
29780,400,16.3,86.2,2457.75
102041,351,3.3,48.3,29.34
121899,318,10.0,80.1,749.35
102611,15,7.8,39.0,176.32
131307,95,7.0,29.2,109.88
120547,131,5.6,63.8,154.36
85018,202,9.8,42.0,384.72
23820,131,16.1,74.4,1670.54
70621,400,14.8,72.0,1702.97
77935,122,21.0,69.9,2486.45
29145,827,13.0,87.9,1523.8
109898,97,12.3,39.6,425.92
51537,694,7.3,56.0,267.43
129598,202,8.4,42.0,264.97
2109,541,2.6,39.0,18.83
95301,125,3.0,35.4,18.5
98492,832,19.3,89.3,3359.48
61194,121,5.4,46.3,110.45
120187,98,17.2,85.3,1511.26
98349,400,13.3,97.1,2128.02
11024,131,8.5,68.7,420.78
6003,371,4.9,40.0,100.62
72599,132,3.3,39.0,31.23
92940,125,5.8,35.7,105.33
102018,351,4.6,50.7,64.7
27468,833,13.9,76.5,1554.35
67994,802,15.3,60.0,1501.24
97939,211,30.6,131.2,6428.07
42546,121,9.2,54.0,465.73
107552,122,36.7,113.2,12091.66
93918,743,8.1,72.7,329.29
23133,132,10.3,64.8,630.08
118213,211,261.0,321.2,1069889.89
69901,132,7.2,44.0,214.71
76162,202,12.8,95.5,1277.35
116080,831,15.2,96.5,2232.41
120286,98,35.8,190.7,14210.39
68453,970,10.8,54.0,585.26
30588,400,11.4,65.2,927.5
88201,802,26.0,82.1,5244.54
85319,19,11.0,58.7,478.65
48222,110,3.1,23.0,20.85
80633,129,17.0,92.3,1634.26
117319,202,9.4,59.4,477.27
61803,111,7.1,37.0,164.26
58496,400,21.6,122.2,5990.82
21798,370,13.8,80.8,1301.75
50451,131,3.8,24.0,34.14
66131,131,12.2,83.2,1064.86
101336,202,4.0,28.4,38.57
85146,122,13.5,56.0,828.26
22980,370,9.0,75.2,566.76
77411,122,14.1,77.9,1057.11
46892,131,11.7,74.0,871.95
31374,122,8.4,41.3,206.23
73516,540,9.2,50.0,399.42
103983,81,6.5,32.2,95.3
75213,621,6.5,45.0,140.66
38229,115,8.7,58.0,374.33
6161,97,7.1,55.5,216.26
41073,222,8.2,58.0,328.45
57504,833,9.2,54.0,526.17
43478,111,5.3,40.0,84.92
106273,122,19.2,71.3,1959.73
86404,93,11.9,56.5,528.76
119542,826,14.6,59.4,1348.42
122441,802,7.2,46.9,329.33
124367,131,5.8,44.7,109.66
16784,391,1.4,27.0,3.68
107927,15,15.2,69.0,1012.36
108348,122,21.8,71.0,2714.14
28099,121,11.7,62.1,870.06
100886,19,2.4,14.9,9.97
39307,121,17.1,75.4,2248.64
10675,131,6.2,39.5,111.69
77137,122,15.9,63.0,1363.63
83923,98,22.2,127.0,3665.24
8031,371,24.0,76.8,5453.5
44487,111,5.0,35.0,58.58
133109,743,11.0,82.8,812.25
29223,111,19.5,99.4,3680.16
127213,131,6.0,41.7,109.77
20357,110,8.2,59.8,355.3
110801,408,5.3,30.5,119.09
107773,15,17.4,81.0,1546.61
13983,999,1.3,19.0,3.07
131537,972,6.3,48.9,124.36
1899,131,11.6,85.0,982.28
88221,833,22.9,80.9,4155.73
34385,827,7.2,44.0,264.2
120017,68,6.8,32.2,151.36
46201,131,10.4,49.0,455.93
71734,132,9.9,49.0,451.7
117550,202,40.6,176.0,18280.9
82349,263,12.3,106.2,1250.87
123229,833,22.0,92.6,4963.26
39175,812,10.1,46.0,482.58
59296,131,13.8,74.0,1217.78
81860,122,11.9,65.0,634.54
120789,835,13.1,72.0,1328.42
45478,121,10.3,63.0,682.36
21646,121,16.7,62.4,1787.33
32605,15,15.7,62.6,1251.36
25190,837,18.9,88.8,2983.27
48401,110,12.2,46.0,625.71
4693,371,22.6,76.8,4847.87
134390,762,6.3,45.2,188.83
84474,202,13.8,65.5,1207.44
13835,611,5.2,53.0,103.52
75989,400,7.4,45.0,264.81
67094,531,14.2,57.0,1085.83
55039,802,7.1,46.0,316.43
134985,202,16.7,146.4,3382.52
100033,351,3.7,33.5,38.52
30517,833,10.9,71.7,950.71
132220,743,14.4,76.0,1336.15
44896,827,2.0,23.0,12.19
112193,129,3.5,30.2,26.86
117093,202,5.4,41.7,83.48
130727,602,11.3,52.1,587.49
120039,131,7.8,55.6,280.48
67363,827,5.2,31.0,96.65
116338,461,15.7,83.2,1588.89
76274,202,12.9,94.6,1283.49
10859,131,3.9,27.2,36.36
131565,110,8.2,44.7,247.21
105634,131,2.4,26.0,11.24
119317,621,13.1,90.9,1113.94
15117,802,2.5,25.0,20.67
65302,491,7.0,35.0,192.48
58561,901,7.8,55.0,328.88
82204,42,11.1,59.4,621.93
80789,375,6.6,66.1,274.68
58695,131,8.6,73.0,459.1
47929,827,11.9,69.0,1042.25
68234,400,15.3,76.0,1917.32
30667,110,9.8,56.0,482.69
34692,838,10.8,39.0,577.28
42608,222,9.9,53.0,425.23
128641,202,11.3,85.6,903.38
13789,611,1.2,22.0,2.29
12652,131,5.8,37.9,89.03
119369,835,17.4,56.0,1771.9
21266,131,21.5,118.2,4667.46
127705,131,10.0,69.2,592.49
17866,110,17.6,65.0,1841.87
39581,611,17.7,98.0,2479.11
67100,540,9.4,69.0,577.8
32239,110,13.6,63.3,1065.74
62884,694,12.4,91.0,1147.67
133443,317,24.7,103.6,5074.39
133362,407,7.8,60.7,528.12
103311,20,10.1,54.0,394.53
103680,122,14.0,69.3,954.28
100562,202,3.8,36.2,34.08
129150,202,8.0,68.0,357.88
129852,126,10.3,52.0,492.47
94934,12,2.6,26.6,12.22
47354,762,4.4,42.0,59.15
71863,806,9.7,68.0,792.53
74412,132,5.2,44.0,108.94
19743,131,10.0,61.0,522.5
117140,202,5.4,46.3,92.74
53480,802,7.4,48.0,351.61
11918,131,11.8,83.2,995.56
20367,110,20.9,58.3,2349.82
47554,316,2.0,24.0,11.53
26263,121,8.1,66.2,437.16
5332,531,23.1,82.5,5983.16
30964,802,14.8,73.9,1726.11
50847,121,7.6,56.0,317.73
100561,202,3.3,35.3,24.26
34237,107,8.7,49.0,376.13
77488,202,7.3,54.3,258.55
8785,318,14.4,76.9,2159.55
92991,125,7.9,63.4,279.88
9913,111,8.2,67.0,432.37
90562,951,14.9,92.2,896.13
112960,111,5.1,43.0,84.14
38274,121,9.2,60.0,517.16
110828,110,15.4,69.6,1291.83
28345,121,18.1,69.1,2316.6
9768,202,33.9,136.0,10984.26
83522,242,20.2,80.0,1686.08
23497,221,14.8,83.4,1392.1
91386,743,13.3,77.1,817.78
35224,111,11.0,74.0,872.97
16519,691,8.3,62.0,383.04
39659,110,9.5,59.0,476.84
389,802,15.0,73.4,1485.88
127133,131,6.3,37.2,108.15
79127,110,8.4,46.7,289.79
7018,371,9.2,59.0,676.64
13885,833,11.8,92.0,1378.54
62214,999,6.3,38.0,141.53
12157,131,12.1,65.8,831.95
110637,68,9.2,33.0,274.59
68885,110,9.0,57.0,411.47
40047,121,5.8,44.2,125.95
131051,371,6.8,60.9,277.66
44164,111,9.6,51.0,455.36
130748,835,10.8,51.6,660.17
82517,263,21.3,125.5,4170.45
57739,129,16.0,110.0,1744.09
120383,263,11.3,57.7,575.45
112536,111,8.8,61.0,455.43
132701,316,17.2,56.6,1738.62
113253,131,6.3,43.8,131.6
81248,68,8.0,35.3,194.08
87164,110,3.8,44.8,34.14
71776,400,10.6,62.0,764.68
118827,621,19.7,94.4,2479.82
103362,20,16.5,84.3,1552.05
73620,837,5.0,42.0,95.99
102246,15,16.7,84.0,1532.26
50953,131,14.8,76.0,1439.18
34221,107,5.3,35.0,88.95
84276,15,12.8,57.9,764.74
133051,951,4.4,33.9,50.46
46915,820,1.3,15.0,4.33
11509,131,7.7,52.0,253.85
48616,802,3.1,33.0,34.82
36008,111,11.8,79.0,1073.42
56546,316,8.3,56.0,345.44
105263,111,4.6,43.0,64.44
90635,12,7.2,53.4,154.34
65636,132,6.1,55.0,191.16
41808,653,10.8,53.0,484.57
41860,111,5.6,49.0,128.08
64364,806,12.5,70.0,1304.28
103929,15,9.9,48.2,334.48
70580,832,10.1,66.0,730.73
135561,202,23.7,163.5,6886.91
108041,202,28.4,101.0,5896.49
6600,97,5.5,46.5,104.96
61663,316,17.0,68.0,1534.46
50654,121,4.0,33.0,45.87
17852,110,12.1,65.0,862.51
117030,132,9.1,55.0,427.68
42245,800,3.0,17.0,38.6
30584,400,17.2,78.2,2474.75
118372,121,13.3,77.0,1388.11
72965,802,7.7,54.0,418.11
30335,827,14.6,87.9,1877.63
15027,400,6.0,59.0,233.0
131091,543,14.4,67.0,1116.5
12810,131,6.6,45.8,155.1
20486,400,15.4,90.0,2299.69
70353,110,4.2,34.0,43.51
89433,316,10.1,68.6,572.71
102582,20,11.4,47.2,408.39
6275,371,27.5,75.1,7022.5
92298,407,17.0,56.8,2443.33
19682,828,9.0,75.8,742.78
25786,731,15.1,104.7,1720.75
24319,835,15.5,71.0,1791.4
44733,111,8.7,56.0,406.74
119038,802,25.0,80.3,5086.02
127790,131,6.3,43.1,129.11
47834,110,3.2,37.0,22.52
69898,132,7.8,45.0,258.54
27077,126,16.8,69.6,1767.97
53093,131,7.9,62.0,323.53
72626,132,5.0,34.0,76.08
97163,950,19.4,104.0,2144.23
105741,131,13.7,89.0,1436.75
939,833,20.0,78.6,3861.94
78732,19,15.1,78.0,1134.9
56668,621,13.8,85.0,1149.22
38006,111,9.9,66.0,628.46
128545,202,19.6,112.4,3302.05
54315,802,10.4,72.0,921.56
42411,131,15.2,72.0,1441.25
41893,491,1.0,14.0,1.76
23298,802,14.5,88.0,1969.27
49307,621,15.4,85.0,1408.58
83439,242,39.3,127.0,9639.48
68680,131,15.3,73.0,1480.04
67326,802,16.6,86.0,2483.66
100809,263,4.1,30.4,40.66
106044,840,5.4,33.0,114.67
18020,131,13.2,79.0,1186.55
15066,621,2.9,33.0,22.55
45932,621,11.7,73.0,735.11
57143,318,11.8,58.0,831.8
5729,371,24.9,84.8,6251.41
37698,111,10.1,74.0,734.01
134791,202,12.8,110.0,1594.51
29027,131,27.0,99.7,6249.13
69359,802,4.9,44.0,105.85
122238,404,7.5,46.1,271.1
43485,111,8.2,46.0,290.79
68284,832,10.6,49.0,593.54
25519,110,15.5,76.9,1676.61
123070,131,5.4,40.0,78.52
14232,491,1.6,17.0,5.63
39653,110,8.0,50.0,280.03
95485,375,3.6,35.1,48.82
93124,125,6.5,38.9,130.65
33355,122,9.5,50.6,316.33
2689,97,11.2,61.0,628.52
124491,131,6.5,47.5,155.97
105459,131,6.4,39.0,119.19
79192,131,13.6,71.5,1143.51
130624,544,7.8,64.8,262.48
56658,400,33.8,94.0,11075.56
39745,222,17.9,69.0,1615.13
91721,746,14.1,80.8,982.68
106299,122,8.0,33.3,150.5
124880,402,8.7,84.1,616.63
113636,131,8.3,58.5,338.53
2993,97,11.6,65.3,690.04
131322,71,6.7,35.3,131.95
81682,316,16.0,79.1,2120.96
109748,105,5.3,46.3,85.83
64662,762,9.8,62.0,508.68
34867,111,10.1,72.0,714.19
7212,371,19.7,60.7,3171.49
75447,126,9.0,34.0,277.1
107802,15,15.6,93.3,1422.4
136116,202,12.1,89.0,1165.65
8528,531,15.2,81.2,2551.72
51442,825,5.6,38.0,181.34
127993,131,8.4,54.1,320.15
38885,121,11.3,43.0,566.92
14322,540,1.6,26.0,5.65
130875,543,6.7,40.6,168.84
121546,827,20.7,90.0,3668.41
11770,110,4.1,33.0,41.04
65237,802,12.3,63.0,1047.97
15542,820,11.3,49.0,678.98
129458,833,21.5,76.0,4171.47
17455,121,10.4,77.0,848.09
65536,611,14.4,94.0,1600.81
8718,541,6.0,48.8,205.52
22312,400,18.3,116.7,4155.03
63667,540,10.0,69.0,649.22
29386,611,16.7,90.4,2045.95
65949,802,7.0,58.0,381.81
98735,650,18.5,93.5,2541.88
31244,15,14.4,92.0,1256.02
46558,611,6.0,29.0,61.21
120845,131,17.0,91.5,2276.21
47186,131,12.0,69.0,856.99
84628,202,15.7,50.7,1233.12
77634,122,10.8,65.8,532.01
110487,110,11.3,64.9,576.66
30778,837,19.1,78.8,2706.65
78779,108,12.5,78.0,924.07
76636,202,11.3,99.5,1054.11
66463,693,6.7,35.0,138.81
41731,111,10.6,83.0,907.74
25748,621,20.2,118.4,3242.16
132042,12,21.3,70.9,2366.65
82471,42,20.7,135.0,4295.7
44587,111,6.0,43.0,129.75
101351,108,4.2,54.4,49.65
72886,261,14.2,70.0,950.29
117077,202,6.1,66.6,197.48
101384,747,2.3,34.9,6.64
24900,261,14.7,88.9,1273.83
99993,621,9.0,83.0,511.37
61885,131,5.6,50.0,115.2
123483,131,5.0,47.5,79.91
111983,110,4.0,28.9,38.66
112571,111,7.1,48.0,220.44
23191,110,16.4,69.2,1696.35
125557,111,7.6,69.6,382.86
14190,711,1.0,21.0,1.62
8647,541,3.1,37.0,29.13
70010,132,8.7,55.0,392.46
38371,107,5.1,38.0,89.28
56917,126,15.7,77.0,1702.0
90339,833,9.7,50.2,450.13
22717,806,15.9,70.4,2060.5
37968,491,5.3,34.0,104.97
90023,746,7.0,70.3,216.6
36950,800,2.6,21.0,27.26
9044,837,5.0,43.0,102.63
69241,802,6.9,49.0,320.0
12415,131,11.9,73.2,892.86
109754,110,2.7,22.0,14.93
20062,400,9.1,74.6,689.28
4564,318,28.8,103.7,10241.82
31310,202,17.3,104.0,2605.29
78416,202,18.3,44.6,1499.87
105084,111,6.7,57.0,233.96
133019,43,9.8,51.5,286.36
97448,105,8.0,40.9,188.79
115713,743,8.7,58.9,325.43
106187,15,16.8,67.0,1203.75
7357,318,17.0,87.4,3242.99
105795,802,14.3,78.6,1718.59
40435,121,9.1,51.0,430.26
53120,611,6.0,49.0,133.02
20633,812,6.2,59.1,248.03
102578,202,16.6,93.0,2134.51
101672,93,4.4,25.9,37.34
74806,621,12.5,61.0,698.79
15765,827,3.0,28.0,32.55
126252,131,16.8,91.5,2222.83
104973,111,8.1,60.0,375.18
20450,110,19.0,79.0,2591.36
99503,91,12.2,85.1,730.32
32921,12,10.6,65.1,493.23
23473,221,7.8,54.9,304.59
38382,111,7.8,60.0,345.89
121883,743,12.2,97.4,878.96
124944,701,6.4,49.5,176.71
63856,694,18.2,89.0,2255.77
42914,835,14.1,63.0,1338.37
64021,110,1.1,12.0,1.76
80656,316,6.6,52.9,224.76
91399,746,7.2,51.2,178.18
52050,128,7.7,62.0,336.43
62927,110,7.7,37.0,187.32
53200,131,8.2,75.0,427.18
87655,122,11.9,63.2,660.02
133610,951,4.6,44.0,56.33
66102,131,9.7,66.0,530.86
134213,132,9.1,49.8,371.27
31782,110,3.4,24.9,26.08
91131,129,9.4,57.1,313.74
70067,132,5.0,46.0,104.99
121186,131,17.0,102.7,2546.21
109181,202,24.4,108.6,4811.14
106194,15,15.6,70.0,1081.2
59523,131,2.0,22.0,7.25
74771,318,11.0,74.0,924.33
15020,400,14.6,88.0,2028.83
18131,131,5.3,40.0,74.47
88039,316,16.0,94.6,1545.92
61076,121,6.0,46.2,145.52
7586,318,26.0,92.6,7766.96
33312,73,8.1,58.6,286.76
66159,131,13.3,83.0,1264.32
126129,131,4.7,29.3,57.16
45242,694,5.8,39.0,112.75
50730,131,14.7,82.0,1528.36
33051,316,6.8,57.1,229.06
60765,611,18.0,93.0,2431.09
45022,111,8.1,48.0,296.17
40593,111,15.3,75.0,1721.36
14539,621,9.0,73.0,448.2
90617,12,10.5,58.0,377.6
133301,762,8.0,72.3,454.29
79603,541,14.0,98.0,2135.08
33572,17,8.1,59.2,302.51
67301,611,11.4,66.0,716.8
131970,543,7.8,51.1,259.38
9773,242,8.6,51.7,231.53
2723,97,9.3,38.7,329.81
71265,837,13.2,68.0,1148.2
128595,202,15.0,84.9,1520.05
32593,202,17.9,135.5,3746.48
113343,131,8.9,60.5,406.79
92219,110,11.7,48.8,631.91
78,12,8.3,56.2,241.22
91415,746,8.9,57.0,305.45
52550,131,25.1,106.0,5726.29
100682,263,3.4,35.0,25.64
9877,111,7.6,64.0,350.25
124618,131,11.5,57.6,658.17
27591,121,18.0,69.7,2310.13
115711,746,5.3,57.8,93.34
127329,131,5.2,28.7,42.64
39799,820,6.0,57.0,237.37
32953,97,6.5,43.9,148.95
118898,131,6.4,48.1,152.51
30163,121,12.0,65.0,957.29
45190,111,10.3,76.0,784.47
115913,746,4.8,44.0,66.16
58038,400,12.2,66.0,1071.82
7449,318,22.5,85.3,5518.14
50479,43,17.9,68.0,1202.25
3462,97,13.4,57.0,858.4
66334,131,13.1,58.0,864.89
43930,820,3.7,32.0,54.16
134677,202,5.4,73.3,146.92
44827,835,8.9,41.0,370.33
101401,747,2.7,36.7,9.64
37273,111,6.5,59.0,227.04
45305,111,6.4,51.0,185.71
47540,131,11.7,82.0,964.68
26176,111,8.3,62.6,413.25
41584,111,7.3,41.0,197.1
88609,105,5.7,46.7,100.39
69467,621,20.0,108.0,2908.67
60149,121,15.0,66.0,1520.86
2421,375,12.5,70.5,1239.29
92030,68,6.9,28.2,134.48
32052,131,1.7,15.5,4.91
107273,122,19.0,55.2,1501.18
132528,621,17.9,70.7,1923.64
119241,110,15.2,75.4,1581.39
42658,131,11.6,60.0,697.32
58200,261,18.3,72.0,1624.16
12660,131,7.9,48.5,249.41
99392,746,3.1,28.2,23.39
131960,543,6.7,51.7,211.95
22903,837,14.8,87.2,1831.27
37239,107,7.2,52.0,269.51
87854,122,7.4,45.4,165.02
45942,762,5.9,53.0,158.7
76720,202,16.5,145.0,3137.08
107360,202,12.2,56.8,680.68
40496,691,16.9,88.0,1892.02
4662,318,12.2,83.7,1616.4
68009,812,24.0,59.0,3209.93
134499,202,4.9,57.6,62.99
125348,15,14.8,63.3,932.7
93221,125,10.1,35.4,260.55
116077,831,9.9,84.9,871.29
46649,832,12.0,53.0,813.65
24214,835,8.6,51.7,439.85
13728,762,5.7,41.0,108.77
39476,111,7.8,62.0,358.13
5472,318,19.1,77.5,3758.46
84249,202,6.2,32.2,99.51
70466,970,8.9,54.0,408.66
41138,107,1.1,12.0,2.15
35987,107,8.9,58.0,466.45
69049,621,9.1,67.0,419.09
68396,621,8.6,71.0,399.34
4029,97,12.8,57.0,793.8
63356,68,5.0,33.0,91.62
10251,131,6.0,45.8,123.04
110279,317,25.5,104.6,4243.22
4194,97,7.0,40.0,192.09
21481,110,12.5,72.4,1024.15
66804,316,11.0,69.0,706.16
133953,318,17.1,66.0,2111.32
49826,812,13.6,67.0,1224.37
100830,263,3.1,32.8,20.43
56028,611,10.5,63.0,580.87
1234,117,19.2,84.0,1944.68
71367,132,8.0,70.0,420.32
116747,122,9.5,46.5,281.13
47982,110,10.3,42.0,401.99
97714,125,3.0,23.7,18.5
62268,222,8.1,34.0,190.0
105180,111,6.7,40.0,156.3
100996,19,2.6,15.5,12.11
28628,827,14.5,74.4,1585.09
133917,241,6.5,38.6,100.39
136161,202,8.0,58.0,333.34
117820,97,3.9,21.0,37.17
96187,125,17.1,96.4,1840.75
51121,128,8.5,51.0,339.0
38574,111,3.3,29.0,28.74
64456,400,10.8,68.0,871.67
136114,202,11.5,89.7,1069.06
13271,121,4.8,45.0,71.47
54467,400,10.0,56.0,614.39
117745,802,2.2,20.7,15.17
131071,95,7.5,38.9,165.18
53726,806,11.9,66.0,1123.79
20883,812,15.2,76.3,1715.2
30604,802,12.5,71.6,1222.18
9910,111,8.1,58.0,362.01
38291,316,13.4,63.0,921.97
109614,122,11.9,40.8,434.56
98959,802,11.3,65.0,904.99
88162,742,11.6,64.4,584.63
110854,837,11.6,68.2,762.4
122697,131,18.0,84.0,2350.28
98394,833,9.9,69.3,814.83
102324,15,25.0,113.3,4508.08
106385,122,20.7,73.1,2335.0
95391,129,3.7,33.1,30.72
3949,740,5.4,41.0,95.73
48479,611,1.1,13.0,1.86
104900,111,8.0,59.0,358.87
47430,131,9.1,65.0,458.2
19533,544,16.9,88.1,2274.19
73076,832,8.2,62.0,462.8
48819,131,11.6,53.0,617.53
52582,43,7.3,55.0,198.76
98772,540,14.2,94.8,1934.18
19939,110,21.2,86.6,3527.14
22111,621,21.9,108.3,3468.63
6082,97,7.6,54.0,253.69
36222,121,6.9,51.0,229.84
127840,131,7.5,62.3,290.61
119950,802,18.5,87.9,3116.39
119635,403,10.9,66.4,909.26
4518,318,12.6,84.0,1754.04
61140,611,2.3,20.0,11.24
9398,202,15.9,97.7,2034.68
44279,111,5.0,33.0,53.35
67722,131,12.3,102.0,1322.82
87873,122,9.3,49.7,309.58
3079,375,10.7,83.5,1012.05
74509,129,5.1,34.0,65.22
63794,110,11.9,37.3,484.67
20766,110,16.5,80.6,1989.86
66545,316,10.6,67.0,645.38
7102,371,14.4,66.5,1801.07
46369,611,2.5,25.0,13.82
40105,694,12.4,61.0,794.27
81491,835,14.3,70.0,1304.09
24989,812,13.0,65.6,1101.8
74076,802,5.3,40.0,180.62
1487,131,2.5,14.4,12.4
93693,375,7.5,61.8,322.83
133115,318,17.3,64.4,2421.59
57173,832,15.1,78.0,1828.2
99223,540,12.0,82.9,1250.92
15544,820,14.0,54.3,1088.06
55552,131,8.8,41.0,265.26
77132,122,12.2,70.0,863.81
48406,131,15.0,65.0,1271.27
61924,611,10.8,64.0,624.29
118470,121,11.7,71.0,991.86
76350,202,11.2,89.5,929.63
59100,131,8.3,58.0,335.51
7183,371,16.1,54.5,1980.48
127590,131,7.4,44.2,194.63
44046,555,6.5,50.0,219.22
108325,122,14.9,55.4,921.75
72056,131,15.9,85.0,1853.05
30642,833,13.8,73.4,1475.09
46883,131,14.9,89.0,1700.72
121613,97,13.1,66.0,872.29
88128,621,20.3,104.7,2608.19
72808,400,12.6,61.0,1053.35
24825,132,16.9,77.2,1948.96
123967,611,12.2,89.4,1109.23
79046,119,19.8,110.0,2978.81
18711,121,16.1,87.0,2289.93
96783,371,12.7,68.5,1151.4
23961,121,11.2,71.8,918.64
24156,110,17.0,97.1,2531.26
94815,122,6.8,30.0,90.03
64646,370,17.0,76.0,1807.17
73581,826,8.8,52.0,460.6
112041,131,3.7,49.0,32.0
54731,132,12.9,70.0,1046.69
51838,128,8.6,47.0,319.67
102289,15,21.4,87.4,2587.32
71780,491,2.7,21.0,20.59
95302,125,4.0,44.9,37.1
32983,129,28.7,86.9,4392.94
85023,202,7.4,54.0,269.96
23584,121,19.8,80.7,3219.05
99533,91,12.1,68.7,657.72
32244,110,14.4,60.2,1139.95
11899,131,10.3,68.8,625.85
112027,131,1.7,20.3,4.91
124792,651,16.2,91.4,1940.37
63871,802,7.3,59.0,415.4
81043,105,8.1,50.3,248.86
76978,263,12.1,101.9,1381.89
29792,611,7.0,65.7,268.19
101995,42,4.7,37.3,39.0
102520,202,20.6,96.8,3237.87
107365,202,10.5,56.7,498.5
37422,838,6.2,28.0,184.76
112545,111,3.0,32.0,22.79
108353,122,22.7,94.8,3893.73
120887,131,14.0,79.5,1344.25
118366,121,13.4,75.0,1373.38
101910,263,3.8,24.8,33.72
44628,121,9.6,64.0,601.11
50657,131,7.1,36.0,140.23
7865,371,19.2,76.4,3484.37
96749,371,8.7,70.5,538.22
59437,131,14.7,78.0,1455.88
117064,202,10.4,66.3,650.96
123125,131,10.4,76.0,704.68
